date,trend_direction,trend_slope,volatility,confidence,forecast_7,forecast_30,forecast_90
2026-04-04,Stable,-0.001,0.4843,0.516,"[0.2706, 0.0198, 0.0156, 0.0481, -0.0002, -0.0035, -0.0369]","[0.2706, 0.0198, 0.0156, 0.0481, -0.0002, -0.0035, -0.0369, -0.0327, -0.196, -0.3844, -0.3994, -0.3927, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035]","[0.2706, 0.0198, 0.0156, 0.0481, -0.0002, -0.0035, -0.0369, -0.0327, -0.196, -0.3844, -0.3994, -0.3927, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4119, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4035, -0.3985, -0.3969, -0.4327, -0.4394, -0.4035, -0.4052, -0.4119, -0.3985, -0.3969]"
2026-04-05,Bearish,-0.0131,0.5095,0.49,"[0.1028, -0.003, 0.0137, -0.0064, 0.0063, -0.0431, -0.0961]","[0.1028, -0.003, 0.0137, -0.0064, 0.0063, -0.0431, -0.0961, -0.1822, -0.3058, -0.3237, -0.5118, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806]","[0.1028, -0.003, 0.0137, -0.0064, 0.0063, -0.0431, -0.0961, -0.1822, -0.3058, -0.3237, -0.5118, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418, -0.5518, -0.5237, -0.4806, -0.4747, -0.5298, -0.5076, -0.5418]"
2026-04-06,Bearish,-0.0142,0.508,0.492,"[0.0397, 0.1685, 0.1484, 0.0981, 0.083, 0.1254, 0.1308]","[0.0397, 0.1685, 0.1484, 0.0981, 0.083, 0.1254, 0.1308, 0.1335, 0.1215, 0.1158, 0.132, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125]","[0.0397, 0.1685, 0.1484, 0.0981, 0.083, 0.1254, 0.1308, 0.1335, 0.1215, 0.1158, 0.132, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1356, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1349, 0.0764, 0.1197, 0.1402, 0.1335, 0.1125, 0.1158, 0.1356, 0.0764, 0.1197]"
2026-04-07,Bearish,-0.0119,0.4987,0.501,"[0.138, 0.0966, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511]","[0.138, 0.0966, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099]","[0.138, 0.0966, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1187, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1152, 0.1161, 0.0669, 0.1087, 0.1511, 0.1427, 0.099, 0.1187, 0.1161, 0.0669, 0.1087]"
2026-04-08,Bearish,-0.0149,0.5443,0.456,"[-0.2603, -0.1268, 0.0029, 0.0096, -0.0037, 0.0161, 0.0109]","[-0.2603, -0.1268, 0.0029, 0.0096, -0.0037, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326]","[-0.2603, -0.1268, 0.0029, 0.0096, -0.0037, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.024, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.0326, 0.0034, 0.012, 0.0029, 0.0161, 0.0109, 0.0083, 0.024, 0.0034, 0.012, 0.0029, 0.0161]"
2026-04-09,Stable,-0.0088,0.4458,0.554,"[0.1205, -0.0975, -0.1688, -0.1087, -0.1063, -0.1175, -0.122]","[0.1205, -0.0975, -0.1688, -0.1087, -0.1063, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233]","[0.1205, -0.0975, -0.1688, -0.1087, -0.1063, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175, -0.122, -0.1226, -0.1233, -0.132, -0.1186, -0.1146, -0.1175]"
2026-04-10,Stable,-0.0082,0.4033,0.597,"[0.021, 0.0194, -0.0376, -0.0547, -0.0268, -0.0458, -0.0416]","[0.021, 0.0194, -0.0376, -0.0547, -0.0268, -0.0458, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174]","[0.021, 0.0194, -0.0376, -0.0547, -0.0268, -0.0458, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395, -0.0416, -0.0214, -0.0174, -0.0561, -0.0781, -0.0452, -0.0395]"
2026-04-11,Bearish,-0.016,0.3482,0.652,"[0.0474, 0.0123, 0.0409, 0.0177, 0.0038, 0.0278, 0.0271]","[0.0474, 0.0123, 0.0409, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495]","[0.0474, 0.0123, 0.0409, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278, 0.0271, 0.0337, 0.0495, 0.0451, 0.0177, 0.0038, 0.0278]"
2026-04-12,Bearish,-0.0211,0.4409,0.559,"[0.057, 0.0566, 0.0222, 0.0142, 0.047, 0.074, 0.0811]","[0.057, 0.0566, 0.0222, 0.0142, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582]","[0.057, 0.0566, 0.0222, 0.0142, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.0518, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.047, 0.074, 0.0811, 0.0741, 0.0582, 0.0235, 0.0172, 0.0518, 0.074]"
2026-04-13,Bearish,-0.0281,0.4367,0.563,"[-0.1973, -0.1176, -0.137, -0.1345, -0.1238, -0.114, -0.1246]","[-0.1973, -0.1176, -0.137, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346]","[-0.1973, -0.1176, -0.137, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1333, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1345, -0.1238, -0.114, -0.1246, -0.1246, -0.1346, -0.1445, -0.1333, -0.1238, -0.114]"
2026-04-14,Bearish,-0.0265,0.4378,0.562,"[-0.2496, -0.2898, -0.2551, -0.2701, -0.2639, -0.2608, -0.2611]","[-0.2496, -0.2898, -0.2551, -0.2701, -0.2639, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931]","[-0.2496, -0.2898, -0.2551, -0.2701, -0.2639, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2572, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2586, -0.2627, -0.2608, -0.2611, -0.2653, -0.2931, -0.2689, -0.2572, -0.2627, -0.2608]"
2026-04-15,Bearish,-0.0158,0.4452,0.555,"[-0.123, -0.0773, -0.0498, -0.0908, -0.0597, -0.0784, -0.08]","[-0.123, -0.0773, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874]","[-0.123, -0.0773, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784, -0.08, -0.1076, -0.0874, -0.0498, -0.0908, -0.0597, -0.0784]"
2026-04-16,Stable,-0.0073,0.4598,0.54,"[-0.0468, -0.0548, -0.1199, -0.1124, -0.1144, -0.095, -0.1332]","[-0.0468, -0.0548, -0.1199, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618]","[-0.0468, -0.0548, -0.1199, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0599, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0618, -0.1221, -0.1124, -0.1144, -0.095, -0.1332, -0.1188, -0.0599, -0.1221, -0.1124, -0.1144, -0.095]"
2026-04-17,Stable,-0.0007,0.554,0.446,"[0.0582, -0.1036, -0.1, -0.1005, -0.0585, -0.148, -0.041]","[0.0582, -0.1036, -0.1, -0.1005, -0.0585, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025]","[0.0582, -0.1036, -0.1, -0.1005, -0.0585, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.119, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.1194, -0.1025, -0.1008, -0.0985, -0.0605, -0.148, -0.041, -0.119, -0.1025, -0.1008, -0.0985, -0.0605, -0.148]"
2026-04-18,Bearish,-0.0121,0.4969,0.503,"[0.3443, 0.3053, 0.2621, 0.2663, 0.2603, 0.2773, 0.3078]","[0.3443, 0.3053, 0.2621, 0.2663, 0.2603, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018]","[0.3443, 0.3053, 0.2621, 0.2663, 0.2603, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773, 0.3078, 0.3098, 0.3018, 0.2748, 0.2663, 0.2618, 0.2773]"
2026-04-19,Bearish,-0.0201,0.4339,0.566,"[-0.069, 0.0418, -0.092, -0.0998, -0.0876, -0.0771, -0.0868]","[-0.069, 0.0418, -0.092, -0.0998, -0.0876, -0.0771, -0.0868, -0.0728, -0.0054, -0.0947, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054]","[-0.069, 0.0418, -0.092, -0.0998, -0.0876, -0.0771, -0.0868, -0.0728, -0.0054, -0.0947, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0082, -0.0947, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0054, -0.092, -0.1415, -0.1081, -0.0856, -0.0966, -0.0763, -0.0082, -0.0947, -0.1415, -0.1081, -0.0856]"
